A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,DELTA
0.025685147,0.038771323,0.025626465,0.023836652,0.026624066,0.020191008,0.02502497,0.035932562,0.029726898,0.019662866,0.038206505,0.034054725,0.031553387,0.039226111,0.038653958,0.02232558,0.029646209,0.034414154,0.035837203,0.029594862,0.036688097,0.022149533,0.018709277,0.024284105,0.029470162,0.037032857,0.029132738,0.027181549,0.026345324,0.000244143
0.023865993,0.018320506,0.017968412,0.039262788,0.036768786,0.024460152,0.02781972,0.031069258,0.022802375,0.028208491,0.030277045,0.022274233,0.026983496,0.028729297,0.03638735,0.019816907,0.026521372,0.029250103,0.03577852,0.03602792,0.025002965,0.032272247,0.028934685,0.034245443,0.022413604,0.032294253,0.036079268,0.022949081,0.02280971,0.000233897
0.023799975,0.026712089,0.029382139,0.024856259,0.027482296,0.026631401,0.032961765,0.039409494,0.022912404,0.033680624,0.033805325,0.038125816,0.027130202,0.02490027,0.023125128,0.034802925,0.02098322,0.02722556,0.038331205,0.018489218,0.027973761,0.027937085,0.033482571,0.032477635,0.01987559,0.032506976,0.021166603,0.035375079,0.028384538,0.00031685
0.037891087,0.039702906,0.02121795,0.03565382,0.035925226,0.029631539,0.024386799,0.023301175,0.026022571,0.038896023,0.028531244,0.035213702,0.03162674,0.031215964,0.021856121,0.024078717,0.038529258,0.019010024,0.021195944,0.032763712,0.026565383,0.037047527,0.033394548,0.018335177,0.034663555,0.031032581,0.032506976,0.0182985,0.035705167,0.000146056
0.024540841,0.037531657,0.037891087,0.034340801,0.019457478,0.035917891,0.030431087,0.029059385,0.025714489,0.027526308,0.024496829,0.02170208,0.031641411,0.022494292,0.024394135,0.029976298,0.02243561,0.019868255,0.032991106,0.038375216,0.025333053,0.029477498,0.031641411,0.032609671,0.031164617,0.022098186,0.023477222,0.03112794,0.021775433,0.000217103
0.027144872,0.039086741,0.032822394,0.030438422,0.028516573,0.030438422,0.019904931,0.020697143,0.028751303,0.033592601,0.028157144,0.024738894,0.022281568,0.038243181,0.032675688,0.029367468,0.032162217,0.027937085,0.035499779,0.034516849,0.038602611,0.034736908,0.022369592,0.035631814,0.02354324,0.03540442,0.033819995,0.039130752,0.029741568,0.000301034
0.035565797,0.029800251,0.037436298,0.028281844,0.025875865,0.026624066,0.028494567,0.025083653,0.029712227,0.035309061,0.029646209,0.022501627,0.022516298,0.022046839,0.025274371,0.033864007,0.037869081,0.037685698,0.035565797,0.025303712,0.029792915,0.025068982,0.026998166,0.033423889,0.036049926,0.027232896,0.024826917,0.029741568,0.021159267,0.00020808
0.033731972,0.03527972,0.02452617,0.029668215,0.032154882,0.035199032,0.029235433,0.021672738,0.025692483,0.037568333,0.031032581,0.020543102,0.029477498,0.033218501,0.034465502,0.021973486,0.034773584,0.020154331,0.018870654,0.026946819,0.036306662,0.038639287,0.034128078,0.036328668,0.033988707,0.029866268,0.026205954,0.036343338,0.01815913,0.000230928
0.038331205,0.039548864,0.02991028,0.038580605,0.018093112,0.032998442,0.039292129,0.02660206,0.029433486,0.037098874,0.024218087,0.02794442,0.034318796,0.035089002,0.035111008,0.036394685,0.023139798,0.023682611,0.038411893,0.024658205,0.022098186,0.035675826,0.027049513,0.037737045,0.020205678,0.022464951,0.021709415,0.031978835,0.032683024,0.000185233
0.036181962,0.036086603,0.037443633,0.034766249,0.023858658,0.035455767,0.039365482,0.035551126,0.017873053,0.031465364,0.036842139,0.024988294,0.037186898,0.037546328,0.032602335,0.018203141,0.026998166,0.028003102,0.021900133,0.023301175,0.038514587,0.026866131,0.034355472,0.037142886,0.030797852,0.028597262,0.037194233,0.018371853,0.035727173,0.00017624
0.036402021,0.032338265,0.026418677,0.028054449,0.031318658,0.018606583,0.026954154,0.035382414,0.03015968,0.037502316,0.027856396,0.038741981,0.031245305,0.024951617,0.032059523,0.029448156,0.021753427,0.039592876,0.02170208,0.018445206,0.025347724,0.034854272,0.01853323,0.037509651,0.039424164,0.019948943,0.029594862,0.039138088,0.028795315,0.000345938
0.030247704,0.034942296,0.035683161,0.02269968,0.034612208,0.018944007,0.032338265,0.024078717,0.037150221,0.02697616,0.029939621,0.023748628,0.023411204,0.023961352,0.03712088,0.032976436,0.018151794,0.032301588,0.034538855,0.022963751,0.022281568,0.039108746,0.021746091,0.024137399,0.018452542,0.036952168,0.036776121,0.022985757,0.031017911,0.000250375
0.020814508,0.029462827,0.036966839,0.031546052,0.034201431,0.022663004,0.032800388,0.020418402,0.034047389,0.02783439,0.022611657,0.028809985,0.018393859,0.021320644,0.025714489,0.032250241,0.028765973,0.025340388,0.024284105,0.039812935,0.019098048,0.024174076,0.036548727,0.036820133,0.018357183,0.034164754,0.023579916,0.031091264,0.025068982,0.000378619
0.026359995,0.033621942,0.029558186,0.019340113,0.038580605,0.019098048,0.025905206,0.025523771,0.028509238,0.034978973,0.037583004,0.033717301,0.037920428,0.039607547,0.018313171,0.039534194,0.029602198,0.033658619,0.035118343,0.034318796,0.025846524,0.028054449,0.031531382,0.026051912,0.018723948,0.020213014,0.021680074,0.033020447,0.034582866,0.000275734
0.036680762,0.021049238,0.022677674,0.028347861,0.018459877,0.030152345,0.021371991,0.019332778,0.03064381,0.021452679,0.021863456,0.0330938,0.026990831,0.03894737,0.019846249,0.023103122,0.036886151,0.031303987,0.01962619,0.023785305,0.019222748,0.031978835,0.03503032,0.029000703,0.026359995,0.038969376,0.033145148,0.035492444,0.038287193,0.000294051
0.019758225,0.034604872,0.027012837,0.039328805,0.033269848,0.033240506,0.024056711,0.035323732,0.028135138,0.022640998,0.025157006,0.029110733,0.027071519,0.026293977,0.030973899,0.027753702,0.020924538,0.025142335,0.035111008,0.018885324,0.025897871,0.020146996,0.027533643,0.023044439,0.039644223,0.025721824,0.017917065,0.029990969,0.019413466,0.000207564
0.03613795,0.023323181,0.036446033,0.033350536,0.023257163,0.021261962,0.039013388,0.029499503,0.030981234,0.030387075,0.019523495,0.031274646,0.022032168,0.018239818,0.021570044,0.020675138,0.035133014,0.033519248,0.02000029,0.019149395,0.038331205,0.035235708,0.03345323,0.018760624,0.039776259,0.036658756,0.023484557,0.022193545,0.030592463,0.000275478
0.024988294,0.033680624,0.02024969,0.035052326,0.020139661,0.024738894,0.03162674,0.037516986,0.017961077,0.0329691,0.018804636,0.038184499,0.037810398,0.031450693,0.03454619,0.030563122,0.021856121,0.030834528,0.023176475,0.023117792,0.035184361,0.036592739,0.029184086,0.038866682,0.02917675,0.034685561,0.028362532,0.027731696,0.027893073,0.000332242
0.021606721,0.035059661,0.039174764,0.033233171,0.027489631,0.018115118,0.022655669,0.027196219,0.027496967,0.029059385,0.037113545,0.037362945,0.024936947,0.019237419,0.028655944,0.019127389,0.025333053,0.024856259,0.039035393,0.032771047,0.032661018,0.023205816,0.035426426,0.024819582,0.039116082,0.034201431,0.026521372,0.025230359,0.018635924,0.000197571
0.02329384,0.036526721,0.030365069,0.032763712,0.019281431,0.022941745,0.031773446,0.031678088,0.039050064,0.028083791,0.037091539,0.023880664,0.022743692,0.026308648,0.037707704,0.039299464,0.018247153,0.023249828,0.022743692,0.025098323,0.039717576,0.037538992,0.032668353,0.029844263,0.029228097,0.025523771,0.02171675,0.022773033,0.026939484,0.000192629
0.026580054,0.033350536,0.025472424,0.024306111,0.022061509,0.025347724,0.027746367,0.035873879,0.036783456,0.028699956,0.03602792,0.022046839,0.033636613,0.028017773,0.037458304,0.021247291,0.025641136,0.036086603,0.037267586,0.035998579,0.023653269,0.033636613,0.018562571,0.02243561,0.023697281,0.02647736,0.026873466,0.03320383,0.032910418,0.00033648
0.023044439,0.029030044,0.027240231,0.035785856,0.019259425,0.025090988,0.038235846,0.035081667,0.031766111,0.018826642,0.019472148,0.03529439,0.027592325,0.029140074,0.034260113,0.03014501,0.019736219,0.03162674,0.021269297,0.022640998,0.027929749,0.034392149,0.021533368,0.01964086,0.034722237,0.026873466,0.029140074,0.018672601,0.036966839,0.000239409
0.024284105,0.02867795,0.028575256,0.029858933,0.035301726,0.03723091,0.021291303,0.034157419,0.038309199,0.029448156,0.027452955,0.024658205,0.020293702,0.020014961,0.033379877,0.032683024,0.023257163,0.031949494,0.018129788,0.0322209,0.028736632,0.024922276,0.037340939,0.027394272,0.036930162,0.028964027,0.03381266,0.020491755,0.024320782,0.000198949
0.022266898,0.025171676,0.039424164,0.039475511,0.033930025,0.033864007,0.019435472,0.037553663,0.020939208,0.024232758,0.030526445,0.030856534,0.021254626,0.031692758,0.029235433,0.036680762,0.024856259,0.031582729,0.038389887,0.023880664,0.030797852,0.028223161,0.023499228,0.026066583,0.034524184,0.037773722,0.034714902,0.021834115,0.018577242,0.000351275
0.029528845,0.03357793,0.029022709,0.023682611,0.023403869,0.021019897,0.021423338,0.021819444,0.038778658,0.034458166,0.032103535,0.0322209,0.01976556,0.021819444,0.021393997,0.023880664,0.020755826,0.021181273,0.025978559,0.037186898,0.038169828,0.033614607,0.036776121,0.03295443,0.038008451,0.028061785,0.025963889,0.032418953,0.03821384,0.000328515
0.03969557,0.030944558,0.029866268,0.034927625,0.030482434,0.032661018,0.022567645,0.033790654,0.02599323,0.028472561,0.021929474,0.027005501,0.032521647,0.018877989,0.032712365,0.035895885,0.039255452,0.02110792,0.020198343,0.034978973,0.026858795,0.021797438,0.028883338,0.024936947,0.026946819,0.030328392,0.027445619,0.021614056,0.038133152,0.000179052
0.033952031,0.035595138,0.034678225,0.026917478,0.030599798,0.035683161,0.039416829,0.03467089,0.021041903,0.028641273,0.027328255,0.030563122,0.037311598,0.038191834,0.022765698,0.037128215,0.03894737,0.032602335,0.020036966,0.025531106,0.03087854,0.03137734,0.027995767,0.030907881,0.0330938,0.029499503,0.021834115,0.021115256,0.029250103,0.000176757
0.022156868,0.026169277,0.036174626,0.029220762,0.032257576,0.023535905,0.027665678,0.03393736,0.03748031,0.02195148,0.030973899,0.02318381,0.03137734,0.035103673,0.028003102,0.037817734,0.022061509,0.024570182,0.028861332,0.038940035,0.0396809,0.026807448,0.039160094,0.026807448,0.034450831,0.026638736,0.026059248,0.039592876,0.026470025,0.000315572
0.038125816,0.023088451,0.033211165,0.026741431,0.023601922,0.020455079,0.02245028,0.024496829,0.023528569,0.018958677,0.023748628,0.024130064,0.033797989,0.02415207,0.037876416,0.026968825,0.039600212,0.037252916,0.023264498,0.036548727,0.017917065,0.018225147,0.019963613,0.027489631,0.035426426,0.037744381,0.039658894,0.027430949,0.027262237,0.000380355
0.030086327,0.030475098,0.025941883,0.020506426,0.030093663,0.02683679,0.018863318,0.027386937,0.027196219,0.019684872,0.024680211,0.01951616,0.037795728,0.032873741,0.037700369,0.030702493,0.02660206,0.029888274,0.02085852,0.032440959,0.023733958,0.038888687,0.032580329,0.031149946,0.029008038,0.026484695,0.020799838,0.018973348,0.038059799,0.000267384
0.023051775,0.022927075,0.023946681,0.023213151,0.032411618,0.020975885,0.029778245,0.034443496,0.032785718,0.01939146,0.02280971,0.023755964,0.031274646,0.028230497,0.018371853,0.03100324,0.024078717,0.029132738,0.024966288,0.031017911,0.020257025,0.039798265,0.037663692,0.017961077,0.033365207,0.018445206,0.029484833,0.028083791,0.032903083,0.000420449
0.033262512,0.023506563,0.038734646,0.022626327,0.024856259,0.034480172,0.023814646,0.024643535,0.022677674,0.039336141,0.036680762,0.020704479,0.032881077,0.031318658,0.021254626,0.037524322,0.035199032,0.022582316,0.03161207,0.03343856,0.033064459,0.029726898,0.019941608,0.032646347,0.02930145,0.020667802,0.026264636,0.031905482,0.033717301,0.000208062
0.034890949,0.038235846,0.025098323,0.026279307,0.037663692,0.029125403,0.028076455,0.030973899,0.025685147,0.034758914,0.021584715,0.025237694,0.02733559,0.037135551,0.037898422,0.032499641,0.031274646,0.018452542,0.019633525,0.024716888,0.034252778,0.030717163,0.025751165,0.036174626,0.021137261,0.024218087,0.034069395,0.026433348,0.026558048,0.000189207
0.030423751,0.037949769,0.037810398,0.027196219,0.030181686,0.039827606,0.018731283,0.02647736,0.034304125,0.036482709,0.018210477,0.024328117,0.023954017,0.028384538,0.024958953,0.023924675,0.026095924,0.0250103,0.018181136,0.031590064,0.020117655,0.029367468,0.019523495,0.021166603,0.035807861,0.033739307,0.023939346,0.023051775,0.025479759,0.000199406
0.034054725,0.027064184,0.034274784,0.037260251,0.024159405,0.027042178,0.02746029,0.025685147,0.024064046,0.036585403,0.022640998,0.029741568,0.02366794,0.031414017,0.022310909,0.024782906,0.030841863,0.020873191,0.025289041,0.018591912,0.028876003,0.028589926,0.035125679,0.033299189,0.028186485,0.030460428,0.03894737,0.031083928,0.027467625,0.000352038
0.031758776,0.035991244,0.034883614,0.02268501,0.030100998,0.020029631,0.038345875,0.026968825,0.03454619,0.030555787,0.036607409,0.023998028,0.019919602,0.01975089,0.03857327,0.018870654,0.024137399,0.019802237,0.028831991,0.025355059,0.034890949,0.031898147,0.037069533,0.02710086,0.02490027,0.019083377,0.032286917,0.023990693,0.027064184,0.00017938
0.030416416,0.02856792,0.022670339,0.02391734,0.026345324,0.035881214,0.036145285,0.033842001,0.02037439,0.030885875,0.029902945,0.022428274,0.020785167,0.032103535,0.019369454,0.037913093,0.039233447,0.03796444,0.036783456,0.030695157,0.025905206,0.0253844,0.020315708,0.023147134,0.017931735,0.029103397,0.035815197,0.032316259,0.0257585,0.000228144
0.02085852,0.033731972,0.020491755,0.036336003,0.031766111,0.03957087,0.036086603,0.026609395,0.03162674,0.039409494,0.024658205,0.03370263,0.020242355,0.037509651,0.03490562,0.023932011,0.034091401,0.035719838,0.029198756,0.033775983,0.023513899,0.037957104,0.030922552,0.022164203,0.018467212,0.033497242,0.02170208,0.023491893,0.019310772,0.000310367
0.038631952,0.023873328,0.02000029,0.024247429,0.023337851,0.02867795,0.027658343,0.038499917,0.035125679,0.034348137,0.019714213,0.036299327,0.028245167,0.037502316,0.035441096,0.038778658,0.036402021,0.033966701,0.037876416,0.023946681,0.032426288,0.032771047,0.021188609,0.030247704,0.022927075,0.035037655,0.028230497,0.021100585,0.033027783,0.000161104
0.028127802,0.024936947,0.027020172,0.025560447,0.030966563,0.032903083,0.025450418,0.022244892,0.030423751,0.020257025,0.021100585,0.029873604,0.024665541,0.033974036,0.026587389,0.030973899,0.02928678,0.020264361,0.025039641,0.027416278,0.033108471,0.023462552,0.032059523,0.0179244,0.020506426,0.031164617,0.036783456,0.025340388,0.033167153,0.000313123
0.02404204,0.017961077,0.017887724,0.039189435,0.031120605,0.020418402,0.018995354,0.026059248,0.023279169,0.038052463,0.025046976,0.030585128,0.022237556,0.031325993,0.022032168,0.025472424,0.031509376,0.022640998,0.028545914,0.02048442,0.032367606,0.032910418,0.019670201,0.029858933,0.024144734,0.032734371,0.02733559,0.038353211,0.028135138,0.00036685
0.029983633,0.03504499,0.026543378,0.023176475,0.02452617,0.029792915,0.027298913,0.038030457,0.024452817,0.035543791,0.029264774,0.033511913,0.021944144,0.025919877,0.035631814,0.032330929,0.029396809,0.022508963,0.022846386,0.026286642,0.021797438,0.034157419,0.038690634,0.031619405,0.020080978,0.027474961,0.024731558,0.022743692,0.034744243,0.000203302
0.036035256,0.018811971,0.038441234,0.037238245,0.038617281,0.031105934,0.020213014,0.036878815,0.025589789,0.039754253,0.025340388,0.039504853,0.036570733,0.019956278,0.028707291,0.025751165,0.037927763,0.035111008,0.033409218,0.038323869,0.019120054,0.020638461,0.030790516,0.034780919,0.023572581,0.021056573,0.027592325,0.020352384,0.025105659,0.000282592
0.038015787,0.022112856,0.032330929,0.039064735,0.023829317,0.027724361,0.022156868,0.020477084,0.025971224,0.036225974,0.034135413,0.034597537,0.019457478,0.020007625,0.031905482,0.021819444,0.030467763,0.027284243,0.022795039,0.024298776,0.028406544,0.027416278,0.024225423,0.023954017,0.037340939,0.019633525,0.034773584,0.034832267,0.030262375,0.000322311
0.038045128,0.029543515,0.03443616,0.033431224,0.023528569,0.021694744,0.038536593,0.028369867,0.033401883,0.021496691,0.018944007,0.037869081,0.035580467,0.028809985,0.028377203,0.024144734,0.034582866,0.025721824,0.024416141,0.036944833,0.038301863,0.021584715,0.031795452,0.034817596,0.030959228,0.031531382,0.026066583,0.038830005,0.036108609,0.000294679
0.038991382,0.022464951,0.036093938,0.032595,0.018452542,0.02062379,0.019618854,0.030027645,0.035360408,0.018569906,0.026763437,0.036614744,0.028406544,0.035602473,0.019252089,0.019149395,0.036534056,0.018269159,0.039130752,0.021100585,0.024518835,0.033482571,0.02696149,0.022743692,0.025472424,0.036651421,0.018203141,0.032338265,0.037898422,0.000368735
0.039050064,0.02842855,0.024049376,0.02182678,0.022787704,0.03051911,0.037788392,0.020931873,0.02622796,0.02758499,0.019325442,0.027394272,0.033511913,0.035969238,0.036424027,0.038257852,0.025076318,0.024364793,0.033966701,0.021173938,0.02649203,0.031274646,0.032983771,0.029580192,0.023755964,0.021239956,0.022971086,0.026616731,0.025421077,0.000184788
0.030592463,0.038896023,0.028787979,0.019435472,0.02622796,0.035741844,0.037377616,0.037414292,0.01803443,0.018716612,0.035954567,0.028516573,0.029499503,0.021724085,0.030922552,0.033761313,0.02696149,0.030233033,0.037450969,0.036416691,0.036827468,0.027430949,0.036460703,0.01840853,0.036944833,0.03810381,0.018562571,0.038558599,0.023352522,0.000221711
0.037274921,0.031788117,0.022376927,0.02196615,0.031010575,0.038888687,0.020301037,0.026066583,0.039673565,0.039328805,0.038881352,0.039592876,0.037656357,0.023616593,0.026624066,0.037671028,0.035675826,0.022530968,0.022729022,0.023601922,0.027034843,0.02024969,0.032727035,0.022552974,0.033805325,0.030929887,0.022376927,0.023227822,0.032499641,0.000173336
0.035881214,0.031832129,0.03649738,0.035228373,0.022692345,0.03148737,0.031758776,0.01903203,0.019244754,0.024518835,0.037847075,0.037759051,0.025186347,0.025413741,0.025142335,0.020352384,0.029587527,0.029880939,0.03969557,0.027159543,0.020183672,0.018445206,0.023227822,0.022303574,0.025795177,0.028039779,0.018247153,0.023455216,0.027350261,0.000201442
0.032008176,0.039541529,0.038074469,0.024210752,0.02123262,0.038859346,0.022127527,0.028905344,0.02341854,0.022655669,0.034370143,0.027298913,0.03417209,0.034135413,0.038331205,0.037612345,0.021885462,0.027753702,0.028164479,0.033401883,0.035301726,0.021078579,0.039013388,0.026954154,0.039050064,0.02989561,0.021181273,0.023213151,0.029712227,0.000178842
0.026191283,0.038485246,0.028633938,0.025919877,0.038147822,0.033269848,0.018056435,0.037671028,0.019164066,0.019340113,0.037311598,0.034106072,0.036482709,0.028868668,0.038514587,0.025061647,0.018650595,0.031494705,0.036336003,0.021782768,0.033548589,0.032690359,0.018115118,0.030225698,0.017953741,0.030651146,0.024892935,0.031215964,0.035675826,0.000248893
0.030042316,0.019303436,0.020829179,0.030739169,0.03674678,0.024614194,0.024929612,0.024914941,0.034876278,0.033365207,0.028809985,0.026741431,0.017902394,0.03833854,0.025245029,0.018555236,0.035551126,0.018841313,0.026778107,0.019992955,0.025362394,0.038631952,0.034282119,0.038558599,0.031795452,0.03393736,0.027562984,0.022208215,0.022296239,0.000205601
0.036409356,0.019552837,0.028384538,0.018738618,0.038800664,0.029778245,0.036115944,0.025267035,0.019105383,0.022384262,0.03858794,0.027665678,0.031230634,0.028824656,0.022802375,0.021416003,0.024995629,0.035213702,0.020697143,0.026198618,0.026426013,0.031964164,0.024518835,0.036240644,0.034252778,0.027680349,0.018217812,0.034868943,0.037597675,0.000308318
0.024577517,0.033585266,0.03198617,0.025817183,0.026763437,0.03662208,0.019002689,0.032580329,0.030064322,0.021195944,0.017909729,0.035265049,0.017961077,0.02354324,0.0248856,0.036380015,0.033717301,0.020403731,0.038140487,0.028054449,0.032396947,0.029506839,0.031450693,0.028113132,0.034736908,0.01815913,0.030834528,0.030328392,0.0395562,0.000310174
0.017953741,0.02280971,0.024709553,0.029748904,0.02536973,0.017953741,0.039116082,0.02683679,0.027408943,0.034443496,0.031641411,0.027034843,0.023858658,0.018474548,0.018217812,0.038800664,0.025875865,0.020821844,0.028223161,0.029800251,0.022032168,0.020044302,0.033423889,0.017909729,0.027629002,0.033665954,0.025179012,0.039526859,0.037201568,0.000312325
0.02611793,0.039116082,0.026169277,0.025289041,0.031340664,0.032418953,0.035793191,0.019274095,0.022332915,0.030819857,0.018489218,0.024958953,0.03125264,0.039028058,0.032947094,0.03735561,0.02977091,0.018401195,0.028853997,0.021863456,0.030702493,0.029719562,0.03540442,0.038184499,0.025157006,0.025362394,0.01889266,0.029484833,0.032257576,0.000280145
0.026675413,0.034780919,0.029976298,0.034076731,0.034458166,0.020865855,0.03467089,0.022024833,0.02048442,0.035866544,0.01903203,0.033570595,0.030130339,0.019838913,0.023396534,0.024577517,0.031135275,0.030966563,0.022604321,0.034817596,0.028824656,0.035932562,0.034406819,0.033893348,0.024269435,0.021643397,0.020381726,0.031575393,0.023829317,0.000368283
0.023990693,0.031347999,0.029308786,0.03602792,0.0182985,0.025215688,0.037502316,0.018203141,0.021100585,0.025032306,0.026792778,0.032749041,0.019545501,0.031619405,0.023337851,0.027284243,0.033739307,0.030387075,0.023726622,0.027665678,0.021914803,0.038382552,0.02710086,0.021386662,0.023726622,0.019838913,0.030108333,0.035917891,0.023301175,0.000382052
0.022773033,0.036754115,0.025465088,0.026176613,0.035675826,0.024548176,0.028736632,0.039343476,0.01840853,0.027056849,0.033533918,0.036240644,0.028538579,0.022098186,0.029800251,0.03456086,0.033775983,0.035008314,0.017983082,0.037040192,0.026073918,0.038661293,0.036343338,0.033137812,0.035345738,0.032125541,0.0250103,0.029506839,0.025751165,0.000263341
0.018342512,0.021907468,0.034472837,0.035595138,0.022413604,0.035265049,0.025171676,0.021782768,0.033291854,0.018694607,0.033746642,0.039108746,0.030401745,0.024482158,0.02184145,0.037098874,0.018166465,0.037788392,0.018342512,0.038661293,0.030856534,0.038455905,0.031303987,0.039776259,0.034692896,0.031810123,0.032939759,0.02135732,0.025611794,0.000189583
0.038155157,0.026550713,0.017902394,0.027614331,0.024240093,0.032991106,0.027915079,0.038441234,0.020873191,0.031597399,0.038008451,0.03515502,0.037766387,0.021159267,0.023462552,0.039108746,0.022281568,0.027254902,0.023271834,0.030849199,0.019736219,0.025802512,0.020352384,0.026939484,0.033966701,0.033805325,0.029521509,0.031392011,0.039123417,0.000252342
0.022648333,0.026778107,0.027482296,0.035463102,0.033511913,0.031399346,0.023924675,0.030365069,0.018459877,0.020036966,0.036732109,0.021239956,0.034502178,0.038426564,0.037641686,0.038235846,0.031223299,0.026888137,0.025002965,0.028208491,0.039783594,0.018115118,0.03295443,0.034993643,0.01951616,0.030240369,0.02245028,0.033189159,0.023330516,0.000212505
0.03563915,0.031458029,0.027174213,0.029836927,0.020022296,0.035096337,0.031333328,0.018753289,0.033724636,0.023381863,0.028670615,0.029147409,0.024335452,0.023323181,0.031685423,0.019831578,0.032448294,0.028369867,0.033864007,0.036313997,0.024350123,0.024672876,0.021680074,0.018393859,0.023748628,0.032514312,0.030805187,0.030225698,0.037927763,0.000312375
0.030834528,0.024350123,0.01914206,0.030995905,0.024694882,0.033504577,0.028787979,0.028391873,0.027797714,0.024269435,0.038984046,0.025853859,0.031634076,0.034216101,0.024474823,0.024907606,0.030658481,0.033372542,0.020425737,0.019112719,0.023117792,0.036732109,0.032771047,0.026235295,0.019648196,0.035081667,0.033834666,0.029455492,0.024379464,0.000218067
0.022215551,0.037252916,0.030445757,0.038815334,0.022046839,0.02795909,0.028369867,0.023359857,0.032675688,0.019200742,0.033357871,0.039350811,0.029088727,0.032433623,0.027797714,0.019186072,0.036203968,0.036306662,0.032712365,0.037795728,0.032492306,0.03662208,0.028604597,0.026917478,0.021489356,0.037428963,0.025582453,0.030387075,0.020088314,0.000217105
0.027027507,0.03161207,0.025296377,0.029140074,0.033482571,0.031032581,0.03944617,0.028311185,0.018232483,0.024819582,0.035243043,0.025377065,0.023777969,0.030827193,0.038485246,0.018797301,0.023755964,0.026015236,0.035719838,0.017990418,0.025377065,0.018944007,0.022729022,0.03456086,0.027555649,0.035565797,0.020579779,0.027739031,0.02134265,0.000176883
0.021291303,0.023191145,0.023858658,0.038800664,0.019934272,0.028626603,0.021856121,0.027254902,0.022010162,0.018753289,0.038558599,0.036944833,0.01853323,0.028362532,0.032330929,0.03345323,0.03749498,0.020058972,0.031186622,0.022773033,0.03833854,0.034003378,0.026455354,0.03822851,0.032301588,0.024702217,0.036570733,0.030211028,0.033145148,0.000305405
0.026279307,0.033299189,0.020675138,0.027907743,0.021577379,0.027093525,0.03150204,0.02844322,0.027394272,0.025406406,0.023851322,0.037340939,0.025032306,0.03490562,0.036313997,0.035727173,0.023381863,0.035859209,0.019897596,0.026536042,0.028531244,0.02452617,0.029198756,0.028105796,0.0253844,0.027328255,0.03136267,0.023484557,0.024738894,0.000206312
0.030900546,0.038727311,0.038030457,0.03529439,0.030086327,0.035690497,0.018951342,0.0320962,0.03492029,0.035389749,0.021870791,0.018071106,0.030291716,0.032675688,0.018687271,0.030387075,0.026638736,0.022736357,0.018349847,0.018936671,0.031516711,0.022252227,0.037715039,0.031494705,0.019604184,0.035360408,0.032352935,0.037113545,0.026125265,0.000290641
0.023616593,0.028215826,0.023961352,0.033482571,0.017997753,0.027357596,0.024269435,0.031017911,0.031773446,0.032822394,0.018687271,0.036130615,0.029763574,0.021878127,0.03417209,0.023829317,0.037560998,0.039827606,0.023968687,0.03651205,0.03492029,0.027665678,0.029316121,0.026205954,0.019728884,0.030108333,0.023954017,0.030797852,0.023821981,0.000363268
0.017990418,0.023924675,0.02942615,0.018415865,0.030372404,0.027122866,0.029088727,0.035206367,0.034780919,0.020506426,0.030856534,0.03601325,0.038514587,0.022567645,0.032492306,0.023954017,0.022296239,0.022839051,0.032785718,0.027856396,0.031648746,0.037428963,0.019061372,0.03002031,0.033372542,0.023689946,0.038059799,0.019846249,0.031993505,0.000200494
0.036475374,0.038595275,0.025883201,0.034289454,0.02746029,0.023484557,0.017917065,0.022721686,0.039174764,0.01853323,0.032763712,0.034582866,0.030372404,0.032426288,0.0257585,0.022046839,0.036313997,0.032484971,0.034333466,0.036079268,0.018966013,0.019164066,0.019860919,0.034927625,0.036893486,0.038404558,0.018760624,0.030621804,0.031135275,0.000314274
0.018709277,0.039284794,0.033511913,0.037612345,0.020169002,0.035815197,0.019684872,0.03295443,0.026147271,0.022332915,0.032506976,0.033064459,0.037465639,0.038133152,0.038279858,0.025824518,0.028054449,0.025545777,0.03833854,0.026015236,0.027401608,0.032140211,0.03332853,0.019736219,0.036277321,0.021577379,0.019978284,0.028377203,0.022817045,0.000163174
0.020594449,0.019369454,0.029235433,0.038316534,0.035514449,0.029572856,0.030453092,0.020301037,0.023983358,0.019838913,0.026770772,0.03320383,0.027049513,0.030262375,0.027555649,0.029836927,0.034032719,0.032477635,0.027269572,0.01878263,0.039233447,0.030709828,0.027020172,0.037267586,0.037913093,0.022831716,0.022017497,0.030929887,0.036225974,0.000337676
0.024005364,0.026873466,0.020770496,0.025090988,0.037414292,0.03370263,0.033621942,0.02831852,0.026712089,0.022956416,0.027533643,0.031744105,0.035367743,0.023257163,0.023755964,0.022406268,0.019582178,0.023961352,0.029418815,0.034714902,0.035771185,0.026638736,0.036644086,0.027269572,0.036101273,0.025450418,0.037135551,0.022802375,0.022376927,0.000205415
0.036732109,0.029316121,0.026998166,0.0323456,0.018188471,0.017887724,0.032154882,0.023799975,0.027372266,0.029154744,0.028699956,0.021914803,0.027907743,0.03211087,0.019728884,0.032389612,0.019384125,0.024614194,0.038896023,0.029719562,0.018166465,0.028824656,0.030189022,0.031905482,0.033387212,0.039350811,0.03674678,0.039028058,0.028597262,0.000316801
